hap	chromosome	region	interval_count	bp	ACGT_bp	non_ACGT_bp	valid_16mer_starts
HG00099_hap1	chr5	HSat3	1	406963	406963	0	406948
HG00099_hap1	chr5	HSat23	1	406963	406963	0	406948
HG00099_hap1	chr5	ambiguous	0	0	0	0	0
HG00099_hap1	chr5	background	2	180829553	180829553	0	180829523
HG00099_hap1	chr6	HSat2	0	0	0	0	0
HG00099_hap1	chr6	HSat3	0	0	0	0	0
HG00099_hap1	chr6	HSat23	0	0	0	0	0
HG00099_hap1	chr6	ambiguous	0	0	0	0	0
HG00099_hap1	chr6	background	1	161105322	161105322	0	161105307
HG00099_hap1	chr7	HSat2	22	345403	345403	0	345073
HG00099_hap1	chr7	HSat3	18	435769	435769	0	435499
HG00099_hap1	chr7	HSat23	23	781172	781172	0	780827
HG00099_hap1	chr7	ambiguous	0	0	0	0	0
HG00099_hap1	chr7	background	24	160036967	159862685	174282	159862334
HG00099_hap1	chr8	HSat2	0	0	0	0	0
HG00099_hap1	chr8	HSat3	0	0	0	0	0
HG00099_hap1	chr8	HSat23	0	0	0	0	0
HG00099_hap1	chr8	ambiguous	0	0	0	0	0
HG00099_hap1	chr8	background	1	146545784	146545784	0	146545769
HG00099_hap1	chr9	HSat2	1	39094	39094	0	39079
HG00099_hap1	chr9	HSat3	27	15410207	15410207	0	15409802
HG00099_hap1	chr9	HSat23	28	15449301	15449301	0	15448881
HG00099_hap1	chr9	ambiguous	0	0	0	0	0
HG00099_hap1	chr9	background	29	121436636	121436636	0	121436334
HG00099_hap1	chrX	HSat2	0	0	0	0	0
HG00099_hap1	chrX	HSat3	0	0	0	0	0
HG00099_hap1	chrX	HSat23	0	0	0	0	0
HG00099_hap1	chrX	ambiguous	0	0	0	0	0
HG00099_hap1	chrX	background	1	104199049	104198949	100	104198919
HG00099_hap2	chr10	HSat2	4	476237	476237	0	476177
HG00099_hap2	chr10	HSat3	6	699929	699929	0	699839
HG00099_hap2	chr10	HSat23	8	1176166	1176166	0	1176046
HG00099_hap2	chr10	ambiguous	0	0	0	0	0
HG00099_hap2	chr10	background	9	134151033	134151033	0	134150898
HG00099_hap2	chr11	HSat2	0	0	0	0	0
HG00099_hap2	chr11	HSat3	0	0	0	0	0
HG00099_hap2	chr11	HSat23	0	0	0	0	0
HG00099_hap2	chr11	ambiguous	0	0	0	0	0
HG00099_hap2	chr11	background	1	135116093	135116093	0	135116078
HG00099_hap2	chr12	HSat2	0	0	0	0	0
HG00099_hap2	chr12	HSat3	0	0	0	0	0
HG00099_hap2	chr12	HSat23	0	0	0	0	0
HG00099_hap2	chr12	ambiguous	0	0	0	0	0
HG00099_hap2	chr12	background	1	132557506	132557506	0	132557491
HG00099_hap2	chr16	HSat2	18	7357458	7357458	0	7357188
HG00099_hap2	chr16	HSat3	5	17175	17175	0	17100
HG00099_hap2	chr16	HSat23	15	7374633	7374633	0	7374408
HG00099_hap2	chr16	ambiguous	0	0	0	0	0
HG00099_hap2	chr16	background	16	82115905	82115905	0	82115668
HG00099_hap2	chr17	HSat2	2	84274	84274	0	84244
HG00099_hap2	chr17	HSat3	5	689161	689161	0	689086
HG00099_hap2	chr17	HSat23	7	773435	773435	0	773330
HG00099_hap2	chr17	ambiguous	0	0	0	0	0
HG00099_hap2	chr17	background	8	36310093	36310093	0	36309986
HG00099_hap2	chr18	HSat2	0	0	0	0	0
HG00099_hap2	chr18	HSat3	0	0	0	0	0
HG00099_hap2	chr18	HSat23	0	0	0	0	0
HG00099_hap2	chr18	ambiguous	0	0	0	0	0
HG00099_hap2	chr18	background	1	80141396	80141396	0	80141381
HG00099_hap2	chr19	HSat2	0	0	0	0	0
HG00099_hap2	chr19	HSat3	0	0	0	0	0
HG00099_hap2	chr19	HSat23	0	0	0	0	0
HG00099_hap2	chr19	ambiguous	0	0	0	0	0
HG00099_hap2	chr19	background	1	62320705	62320705	0	62320690
HG00099_hap2	chr2	HSat2	7	866451	866451	0	866346
HG00099_hap2	chr2	HSat3	4	59308	59308	0	59248
HG00099_hap2	chr2	HSat23	9	925759	925759	0	925624
HG00099_hap2	chr2	ambiguous	0	0	0	0	0
HG00099_hap2	chr2	background	10	241468914	241468914	0	241468781
HG00099_hap2	chr20	HSat2	0	0	0	0	0
HG00099_hap2	chr20	HSat3	3	1173551	1173551	0	1173506
HG00099_hap2	chr20	HSat23	3	1173551	1173551	0	1173506
HG00099_hap2	chr20	ambiguous	0	0	0	0	0
HG00099_hap2	chr20	background	4	65349714	65349714	0	65349654
HG00099_hap2	chr4	HSat2	0	0	0	0	0
HG00099_hap2	chr4	HSat3	2	245224	245224	0	245194
HG00099_hap2	chr4	HSat23	2	245224	245224	0	245194
HG00099_hap2	chr4	ambiguous	0	0	0	0	0
HG00099_hap2	chr4	background	3	190467631	190467631	0	190467586
HG00099_hap2	chr5	HSat2	0	0	0	0	0
HG00099_hap2	chr5	HSat3	1	711242	711242	0	711227
HG00099_hap2	chr5	HSat23	1	711242	711242	0	711227
HG00099_hap2	chr5	ambiguous	0	0	0	0	0
HG00099_hap2	chr5	background	2	182184556	182184556	0	182184526
HG00099_hap2	chr6	HSat2	0	0	0	0	0
HG00099_hap2	chr6	HSat3	0	0	0	0	0
HG00099_hap2	chr6	HSat23	0	0	0	0	0
HG00099_hap2	chr6	ambiguous	0	0	0	0	0
HG00099_hap2	chr6	background	1	173124979	173124879	100	173124849
HG00099_hap2	chr7	HSat2	23	350000	350000	0	349655
HG00099_hap2	chr7	HSat3	17	422563	422563	0	422308
HG00099_hap2	chr7	HSat23	23	772563	772563	0	772218
HG00099_hap2	chr7	ambiguous	0	0	0	0	0
HG00099_hap2	chr7	background	24	159985562	159964718	20844	159964382
HG00099_hap2	chr8	HSat2	0	0	0	0	0
HG00099_hap2	chr8	HSat3	0	0	0	0	0
HG00099_hap2	chr8	HSat23	0	0	0	0	0
HG00099_hap2	chr8	ambiguous	0	0	0	0	0
HG00099_hap2	chr8	background	1	145921453	145921453	0	145921438
HG00099_hap2	chr9	HSat2	1	34938	34938	0	34923
HG00099_hap2	chr9	HSat3	34	12067616	12067616	0	12067106
HG00099_hap2	chr9	HSat23	35	12102554	12102554	0	12102029
HG00099_hap2	chr9	ambiguous	0	0	0	0	0
HG00099_hap2	chr9	background	36	123709367	123709367	0	123709024
HG00099_hap2	chrX	HSat2	0	0	0	0	0
HG00099_hap2	chrX	HSat3	0	0	0	0	0
HG00099_hap2	chrX	HSat23	0	0	0	0	0
HG00099_hap2	chrX	ambiguous	0	0	0	0	0
HG00099_hap2	chrX	background	1	103582026	103582026	0	103582011
HG00126_hap2	chr1	HSat2	7	10031643	10031643	0	10031538
HG00126_hap2	chr1	HSat3	4	444074	444074	0	444014
HG00126_hap2	chr1	HSat23	11	10475717	10475717	0	10475552
HG00126_hap2	chr1	ambiguous	0	0	0	0	0
HG00126_hap2	chr1	background	12	232745348	232725186	20162	232725011
HG00126_hap2	chr10	HSat2	4	986927	986927	0	986867
HG00126_hap2	chr10	HSat3	6	640387	640387	0	640297
HG00126_hap2	chr10	HSat23	8	1627314	1627314	0	1627194
HG00126_hap2	chr10	ambiguous	0	0	0	0	0
HG00126_hap2	chr10	background	9	133614565	133613442	1123	133613292
HG00126_hap2	chr11	HSat2	0	0	0	0	0
HG00126_hap2	chr11	HSat3	0	0	0	0	0
HG00126_hap2	chr11	HSat23	0	0	0	0	0
HG00126_hap2	chr11	ambiguous	0	0	0	0	0
HG00126_hap2	chr11	background	1	133595722	133595722	0	133595707
HG00126_hap2	chr12	HSat2	0	0	0	0	0
HG00126_hap2	chr12	HSat3	0	0	0	0	0
HG00126_hap2	chr12	HSat23	0	0	0	0	0
HG00126_hap2	chr12	ambiguous	0	0	0	0	0
HG00126_hap2	chr12	background	1	132672693	132672693	0	132672678
HG00126_hap2	chr16	HSat2	18	8630581	8630581	0	8630311
HG00126_hap2	chr16	HSat3	5	16954	16954	0	16879
HG00126_hap2	chr16	HSat23	15	8647535	8647535	0	8647310
HG00126_hap2	chr16	ambiguous	0	0	0	0	0
HG00126_hap2	chr16	background	16	80123059	80122959	100	80122707
HG00126_hap2	chr19	HSat2	0	0	0	0	0
HG00126_hap2	chr19	HSat3	0	0	0	0	0
HG00126_hap2	chr19	HSat23	0	0	0	0	0
HG00126_hap2	chr19	ambiguous	0	0	0	0	0
HG00126_hap2	chr19	background	1	61592150	61592150	0	61592135
HG00126_hap2	chr2	HSat2	7	625311	625311	0	625206
HG00126_hap2	chr2	HSat3	4	59374	59374	0	59314
HG00126_hap2	chr2	HSat23	9	684685	684685	0	684550
HG00126_hap2	chr2	ambiguous	0	0	0	0	0
HG00126_hap2	chr2	background	10	241884587	241809369	75218	241809206
HG00126_hap2	chr20	HSat2	0	0	0	0	0
HG00126_hap2	chr20	HSat3	3	1022139	1022139	0	1022094
HG00126_hap2	chr20	HSat23	3	1022139	1022139	0	1022094
HG00126_hap2	chr20	ambiguous	0	0	0	0	0
HG00126_hap2	chr20	background	4	64345619	64330850	14769	64330775
HG00126_hap2	chr3	HSat2	0	0	0	0	0
HG00126_hap2	chr3	HSat3	1	193859	193859	0	193844
HG00126_hap2	chr3	HSat23	1	193859	193859	0	193844
HG00126_hap2	chr3	ambiguous	0	0	0	0	0
HG00126_hap2	chr3	background	2	203718668	201181231	2537437	201181171
HG00126_hap2	chr4	HSat2	0	0	0	0	0
HG00126_hap2	chr4	HSat3	2	251297	251297	0	251267
HG00126_hap2	chr4	HSat23	2	251297	251297	0	251267
HG00126_hap2	chr4	ambiguous	0	0	0	0	0
HG00126_hap2	chr4	background	3	193270309	193270309	0	193270264
HG00126_hap2	chr5	HSat2	0	0	0	0	0
HG00126_hap2	chr5	HSat3	1	613066	613066	0	613051
HG00126_hap2	chr5	HSat23	1	613066	613066	0	613051
HG00126_hap2	chr5	ambiguous	0	0	0	0	0
HG00126_hap2	chr5	background	2	182296129	182296129	0	182296099
HG00126_hap2	chr6	HSat2	0	0	0	0	0
HG00126_hap2	chr6	HSat3	0	0	0	0	0
HG00126_hap2	chr6	HSat23	0	0	0	0	0
HG00126_hap2	chr6	ambiguous	0	0	0	0	0
HG00126_hap2	chr6	background	1	172450551	172381910	68641	172381880
HG00126_hap2	chr7	HSat2	21	321087	321087	0	320772
HG00126_hap2	chr7	HSat3	11	247156	247156	0	246991
HG00126_hap2	chr7	HSat23	18	568243	568243	0	567973
HG00126_hap2	chr7	ambiguous	0	0	0	0	0
HG00126_hap2	chr7	background	19	160464986	160464886	100	160464600
HG00126_hap2	chr8	HSat2	0	0	0	0	0
HG00126_hap2	chr8	HSat3	0	0	0	0	0
HG00126_hap2	chr8	HSat23	0	0	0	0	0
HG00126_hap2	chr8	ambiguous	0	0	0	0	0
HG00126_hap2	chr8	background	1	146468527	146468527	0	146468512
HG00126_hap2	chr9	HSat2	1	38314	38314	0	38299
HG00126_hap2	chr9	HSat3	37	13363722	13363722	0	13363167
HG00126_hap2	chr9	HSat23	38	13402036	13402036	0	13401466
HG00126_hap2	chr9	ambiguous	0	0	0	0	0
HG00126_hap2	chr9	background	39	123343358	123343358	0	123343007
HG00126_hap2	chrX	HSat2	0	0	0	0	0
HG00126_hap2	chrX	HSat3	0	0	0	0	0
HG00126_hap2	chrX	HSat23	0	0	0	0	0
HG00126_hap2	chrX	ambiguous	0	0	0	0	0
HG00126_hap2	chrX	background	1	67214378	67214378	0	67214363
HG00128_hap1	chr10	HSat2	4	874922	874922	0	874862
HG00128_hap1	chr10	HSat3	6	578226	578226	0	578136
HG00128_hap1	chr10	HSat23	8	1453148	1453148	0	1453028
HG00128_hap1	chr10	ambiguous	0	0	0	0	0
HG00128_hap1	chr10	background	9	134343742	133689095	654647	133688945
HG00128_hap1	chr11	HSat2	0	0	0	0	0
HG00128_hap1	chr11	HSat3	0	0	0	0	0
HG00128_hap1	chr11	HSat23	0	0	0	0	0
HG00128_hap1	chr11	ambiguous	0	0	0	0	0
HG00128_hap1	chr11	background	1	134368785	134368785	0	134368770
HG00128_hap1	chr12	HSat2	0	0	0	0	0
HG00128_hap1	chr12	HSat3	0	0	0	0	0
HG00128_hap1	chr12	HSat23	0	0	0	0	0
HG00128_hap1	chr12	ambiguous	0	0	0	0	0
HG00128_hap1	chr12	background	1	133839787	133839787	0	133839772
HG00128_hap1	chr18	HSat2	0	0	0	0	0
HG00128_hap1	chr18	HSat3	0	0	0	0	0
HG00128_hap1	chr18	HSat23	0	0	0	0	0
HG00128_hap1	chr18	ambiguous	0	0	0	0	0
HG00128_hap1	chr18	background	1	79804247	79804247	0	79804232
HG00128_hap1	chr19	HSat2	0	0	0	0	0
HG00128_hap1	chr19	HSat3	0	0	0	0	0
HG00128_hap1	chr19	HSat23	0	0	0	0	0
HG00128_hap1	chr19	ambiguous	0	0	0	0	0
HG00128_hap1	chr19	background	1	60445756	60427112	18644	60427082
HG00128_hap1	chr2	HSat2	7	699066	699066	0	698961
HG00128_hap1	chr2	HSat3	3	75971	75971	0	75926
HG00128_hap1	chr2	HSat23	8	775037	775037	0	774917
HG00128_hap1	chr2	ambiguous	0	0	0	0	0
HG00128_hap1	chr2	background	9	241606603	241606603	0	241606483
HG00128_hap1	chr20	HSat2	0	0	0	0	0
HG00128_hap1	chr20	HSat3	3	1072521	1072521	0	1072476
HG00128_hap1	chr20	HSat23	3	1072521	1072521	0	1072476
HG00128_hap1	chr20	ambiguous	0	0	0	0	0
HG00128_hap1	chr20	background	4	65482011	65481911	100	65481836
HG00128_hap1	chr3	HSat2	0	0	0	0	0
HG00128_hap1	chr3	HSat3	1	152755	152755	0	152740
HG00128_hap1	chr3	HSat23	1	152755	152755	0	152740
HG00128_hap1	chr3	ambiguous	0	0	0	0	0
HG00128_hap1	chr3	background	2	202487993	202487893	100	202487848
HG00128_hap1	chr4	HSat2	0	0	0	0	0
HG00128_hap1	chr4	HSat3	2	282121	282121	0	282091
HG00128_hap1	chr4	HSat23	2	282121	282121	0	282091
HG00128_hap1	chr4	ambiguous	0	0	0	0	0
HG00128_hap1	chr4	background	3	191698307	191698307	0	191698262
HG00128_hap1	chr5	HSat2	0	0	0	0	0
HG00128_hap1	chr5	HSat3	1	591401	591401	0	591386
HG00128_hap1	chr5	HSat23	1	591401	591401	0	591386
HG00128_hap1	chr5	ambiguous	0	0	0	0	0
HG00128_hap1	chr5	background	2	183698556	183698456	100	183698411
HG00128_hap1	chr6	HSat2	0	0	0	0	0
HG00128_hap1	chr6	HSat3	0	0	0	0	0
HG00128_hap1	chr6	HSat23	0	0	0	0	0
HG00128_hap1	chr6	ambiguous	0	0	0	0	0
HG00128_hap1	chr6	background	1	173385759	173385659	100	173385629
HG00128_hap1	chr7	HSat2	22	324091	324091	0	323761
HG00128_hap1	chr7	HSat3	13	415016	415016	0	414821
HG00128_hap1	chr7	HSat23	21	739107	739107	0	738792
HG00128_hap1	chr7	ambiguous	0	0	0	0	0
HG00128_hap1	chr7	background	22	160558418	160558418	0	160558099
HG00128_hap1	chr8	HSat2	0	0	0	0	0
HG00128_hap1	chr8	HSat3	0	0	0	0	0
HG00128_hap1	chr8	HSat23	0	0	0	0	0
HG00128_hap1	chr8	ambiguous	0	0	0	0	0
HG00128_hap1	chr8	background	1	145136597	145136597	0	145136582
HG00128_hap1	chr9	HSat2	1	39117	39117	0	39102
HG00128_hap1	chr9	HSat3	38	13615347	13615347	0	13614777
HG00128_hap1	chr9	HSat23	39	13654464	13654464	0	13653879
HG00128_hap1	chr9	ambiguous	0	0	0	0	0
HG00128_hap1	chr9	background	40	123882620	123882620	0	123882256
HG00128_hap1	chrX	HSat2	0	0	0	0	0
HG00128_hap1	chrX	HSat3	0	0	0	0	0
HG00128_hap1	chrX	HSat23	0	0	0	0	0
HG00128_hap1	chrX	ambiguous	0	0	0	0	0
HG00128_hap1	chrX	background	1	153281809	152654710	627099	152654650
HG00128_hap2	chr10	HSat2	4	1062697	1062697	0	1062637
HG00128_hap2	chr10	HSat3	6	644495	644495	0	644405
HG00128_hap2	chr10	HSat23	9	1707192	1707192	0	1707057
HG00128_hap2	chr10	ambiguous	0	0	0	0	0
HG00128_hap2	chr10	background	10	134350611	134350611	0	134350466
HG00128_hap2	chr11	HSat2	0	0	0	0	0
HG00128_hap2	chr11	HSat3	0	0	0	0	0
HG00128_hap2	chr11	HSat23	0	0	0	0	0
HG00128_hap2	chr11	ambiguous	0	0	0	0	0
HG00128_hap2	chr11	background	1	134238933	134238933	0	134238918
HG00128_hap2	chr12	HSat2	0	0	0	0	0
HG00128_hap2	chr12	HSat3	0	0	0	0	0
HG00128_hap2	chr12	HSat23	0	0	0	0	0
HG00128_hap2	chr12	ambiguous	0	0	0	0	0
HG00128_hap2	chr12	background	1	133538389	133538389	0	133538374
HG00128_hap2	chr16	HSat2	18	7190019	7190019	0	7189749
HG00128_hap2	chr16	HSat3	5	16952	16952	0	16877
HG00128_hap2	chr16	HSat23	15	7206971	7206971	0	7206746
HG00128_hap2	chr16	ambiguous	0	0	0	0	0
HG00128_hap2	chr16	background	16	83152779	83152779	0	83152542
HG00128_hap2	chr17	HSat2	2	74713	74713	0	74683
HG00128_hap2	chr17	HSat3	5	703280	703280	0	703205
HG00128_hap2	chr17	HSat23	7	777993	777993	0	777888
HG00128_hap2	chr17	ambiguous	0	0	0	0	0
HG00128_hap2	chr17	background	8	46390381	46390381	0	46390274
HG00128_hap2	chr18	HSat2	0	0	0	0	0
HG00128_hap2	chr18	HSat3	0	0	0	0	0
HG00128_hap2	chr18	HSat23	0	0	0	0	0
HG00128_hap2	chr18	ambiguous	0	0	0	0	0
HG00128_hap2	chr18	background	1	80513591	80513291	300	80513231
HG00128_hap2	chr19	HSat2	0	0	0	0	0
HG00128_hap2	chr19	HSat3	0	0	0	0	0
HG00128_hap2	chr19	HSat23	0	0	0	0	0
HG00128_hap2	chr19	ambiguous	0	0	0	0	0
HG00128_hap2	chr19	background	1	61467610	61467610	0	61467595
HG00128_hap2	chr2	HSat2	7	872977	872977	0	872872
HG00128_hap2	chr2	HSat3	4	69138	69138	0	69078
HG00128_hap2	chr2	HSat23	9	942115	942115	0	941980
HG00128_hap2	chr2	ambiguous	0	0	0	0	0
HG00128_hap2	chr2	background	10	241601139	241601139	0	241601006
HG00128_hap2	chr20	HSat2	0	0	0	0	0
HG00128_hap2	chr20	HSat3	3	1066459	1066459	0	1066414
HG00128_hap2	chr20	HSat23	3	1066459	1066459	0	1066414
HG00128_hap2	chr20	ambiguous	0	0	0	0	0
HG00128_hap2	chr20	background	4	63680509	63680509	0	63680449
HG00128_hap2	chr3	HSat2	0	0	0	0	0
HG00128_hap2	chr3	HSat3	1	152416	152416	0	152401
HG00128_hap2	chr3	HSat23	1	152416	152416	0	152401
HG00128_hap2	chr3	ambiguous	0	0	0	0	0
HG00128_hap2	chr3	background	2	200316191	200315991	200	200315931
HG00128_hap2	chr4	HSat2	0	0	0	0	0
HG00128_hap2	chr4	HSat3	2	181448	181448	0	181418
HG00128_hap2	chr4	HSat23	2	181448	181448	0	181418
HG00128_hap2	chr4	ambiguous	0	0	0	0	0
HG00128_hap2	chr4	background	3	192373822	192373822	0	192373777
HG00128_hap2	chr5	HSat2	0	0	0	0	0
HG00128_hap2	chr5	HSat3	1	289556	289556	0	289541
HG00128_hap2	chr5	HSat23	1	289556	289556	0	289541
HG00128_hap2	chr5	ambiguous	0	0	0	0	0
HG00128_hap2	chr5	background	2	181943060	181712445	230615	181712400
HG00128_hap2	chr6	HSat2	0	0	0	0	0
HG00128_hap2	chr6	HSat3	0	0	0	0	0
HG00128_hap2	chr6	HSat23	0	0	0	0	0
HG00128_hap2	chr6	ambiguous	0	0	0	0	0
HG00128_hap2	chr6	background	1	171980660	171980660	0	171980645
HG00128_hap2	chr7	HSat2	20	325256	325256	0	324956
HG00128_hap2	chr7	HSat3	12	459663	459663	0	459483
HG00128_hap2	chr7	HSat23	18	784919	784919	0	784649
HG00128_hap2	chr7	ambiguous	0	0	0	0	0
HG00128_hap2	chr7	background	19	161365310	161365310	0	161365036
HG00128_hap2	chr8	HSat2	0	0	0	0	0
HG00128_hap2	chr8	HSat3	0	0	0	0	0
HG00128_hap2	chr8	HSat23	0	0	0	0	0
HG00128_hap2	chr8	ambiguous	0	0	0	0	0
HG00128_hap2	chr8	background	1	144934167	144915737	18430	144915707
HG00128_hap2	chr9	HSat2	1	39166	39166	0	39151
HG00128_hap2	chr9	HSat3	23	8814394	8814394	0	8814049
HG00128_hap2	chr9	HSat23	24	8853560	8853560	0	8853200
HG00128_hap2	chr9	ambiguous	0	0	0	0	0
HG00128_hap2	chr9	background	25	123170893	123170893	0	123170631
HG00128_hap2	chrX	HSat2	0	0	0	0	0
HG00128_hap2	chrX	HSat3	0	0	0	0	0
HG00128_hap2	chrX	HSat23	0	0	0	0	0
HG00128_hap2	chrX	ambiguous	0	0	0	0	0
HG00128_hap2	chrX	background	1	154402943	152728938	1674005	152728878
HG00133_hap1	chr1	HSat2	7	9319907	9319907	0	9319802
HG00133_hap1	chr1	HSat3	4	382940	382940	0	382880
HG00133_hap1	chr1	HSat23	11	9702847	9702847	0	9702682
HG00133_hap1	chr1	ambiguous	0	0	0	0	0
HG00133_hap1	chr1	background	12	233690058	233686743	3315	233686561
HG00133_hap1	chr11	HSat2	0	0	0	0	0
HG00133_hap1	chr11	HSat3	0	0	0	0	0
HG00133_hap1	chr11	HSat23	0	0	0	0	0
HG00133_hap1	chr11	ambiguous	0	0	0	0	0
HG00133_hap1	chr11	background	1	134341458	134341458	0	134341443
HG00133_hap1	chr12	HSat2	0	0	0	0	0
HG00133_hap1	chr12	HSat3	0	0	0	0	0
HG00133_hap1	chr12	HSat23	0	0	0	0	0
HG00133_hap1	chr12	ambiguous	0	0	0	0	0
HG00133_hap1	chr12	background	1	133800853	133800753	100	133800723
HG00133_hap1	chr16	HSat2	19	6736806	6736806	0	6736521
HG00133_hap1	chr16	HSat3	6	17990	17990	0	17900
HG00133_hap1	chr16	HSat23	15	6754796	6754796	0	6754571
HG00133_hap1	chr16	ambiguous	0	0	0	0	0
HG00133_hap1	chr16	background	16	82848967	82451468	397499	82451216
HG00133_hap1	chr17	HSat2	2	74661	74661	0	74631
HG00133_hap1	chr17	HSat3	5	754904	754904	0	754829
HG00133_hap1	chr17	HSat23	7	829565	829565	0	829460
HG00133_hap1	chr17	ambiguous	0	0	0	0	0
HG00133_hap1	chr17	background	8	82975605	81673164	1302441	81673042
HG00133_hap1	chr19	HSat2	0	0	0	0	0
HG00133_hap1	chr19	HSat3	0	0	0	0	0
HG00133_hap1	chr19	HSat23	0	0	0	0	0
HG00133_hap1	chr19	ambiguous	0	0	0	0	0
HG00133_hap1	chr19	background	1	58254449	58254449	0	58254434
HG00133_hap1	chr2	HSat2	7	820200	820200	0	820095
HG00133_hap1	chr2	HSat3	4	59314	59314	0	59254
HG00133_hap1	chr2	HSat23	9	879514	879514	0	879379
HG00133_hap1	chr2	ambiguous	0	0	0	0	0
HG00133_hap1	chr2	background	10	240443973	240443973	0	240443840
HG00133_hap1	chr20	HSat2	0	0	0	0	0
HG00133_hap1	chr20	HSat3	3	1088365	1088365	0	1088320
HG00133_hap1	chr20	HSat23	3	1088365	1088365	0	1088320
HG00133_hap1	chr20	ambiguous	0	0	0	0	0
HG00133_hap1	chr20	background	4	65975562	65750819	224743	65750744
HG00133_hap1	chr3	HSat2	0	0	0	0	0
HG00133_hap1	chr3	HSat3	1	193722	193722	0	193707
HG00133_hap1	chr3	HSat23	1	193722	193722	0	193707
HG00133_hap1	chr3	ambiguous	0	0	0	0	0
HG00133_hap1	chr3	background	2	200716049	200716049	0	200716019
HG00133_hap1	chr4	HSat2	0	0	0	0	0
HG00133_hap1	chr4	HSat3	2	181367	181367	0	181337
HG00133_hap1	chr4	HSat23	2	181367	181367	0	181337
HG00133_hap1	chr4	ambiguous	0	0	0	0	0
HG00133_hap1	chr4	background	3	193577793	193577693	100	193577633
HG00133_hap1	chr5	HSat2	0	0	0	0	0
HG00133_hap1	chr5	HSat3	1	579450	579450	0	579435
HG00133_hap1	chr5	HSat23	1	579450	579450	0	579435
HG00133_hap1	chr5	ambiguous	0	0	0	0	0
HG00133_hap1	chr5	background	2	184278891	184275393	3498	184275348
HG00133_hap1	chr6	HSat2	0	0	0	0	0
HG00133_hap1	chr6	HSat3	0	0	0	0	0
HG00133_hap1	chr6	HSat23	0	0	0	0	0
HG00133_hap1	chr6	ambiguous	0	0	0	0	0
HG00133_hap1	chr6	background	1	172344319	171209431	1134888	171209401
HG00133_hap1	chr7	HSat2	21	299711	299711	0	299396
HG00133_hap1	chr7	HSat3	12	157563	157563	0	157383
HG00133_hap1	chr7	HSat23	16	457274	457274	0	457034
HG00133_hap1	chr7	ambiguous	0	0	0	0	0
HG00133_hap1	chr7	background	17	161084462	161084462	0	161084221
HG00133_hap1	chr8	HSat2	0	0	0	0	0
HG00133_hap1	chr8	HSat3	0	0	0	0	0
HG00133_hap1	chr8	HSat23	0	0	0	0	0
HG00133_hap1	chr8	ambiguous	0	0	0	0	0
HG00133_hap1	chr8	background	1	146217539	146217439	100	146217409
HG00133_hap1	chrX	HSat2	0	0	0	0	0
HG00133_hap1	chrX	HSat3	0	0	0	0	0
HG00133_hap1	chrX	HSat23	0	0	0	0	0
HG00133_hap1	chrX	ambiguous	0	0	0	0	0
HG00133_hap1	chrX	background	1	154384728	154279868	104860	154279838
HG00133_hap2	chr1	HSat2	7	12592703	12592703	0	12592598
HG00133_hap2	chr1	HSat3	5	836406	836406	0	836331
HG00133_hap2	chr1	HSat23	12	13429109	13429109	0	13428929
HG00133_hap2	chr1	ambiguous	0	0	0	0	0
HG00133_hap2	chr1	background	13	236124287	236124187	100	236123997
HG00133_hap2	chr10	HSat2	4	968072	968072	0	968012
HG00133_hap2	chr10	HSat3	6	585668	585668	0	585578
HG00133_hap2	chr10	HSat23	8	1553740	1553740	0	1553620
HG00133_hap2	chr10	ambiguous	0	0	0	0	0
HG00133_hap2	chr10	background	9	133708554	133708554	0	133708419
HG00133_hap2	chr11	HSat2	0	0	0	0	0
HG00133_hap2	chr11	HSat3	0	0	0	0	0
HG00133_hap2	chr11	HSat23	0	0	0	0	0
HG00133_hap2	chr11	ambiguous	0	0	0	0	0
HG00133_hap2	chr11	background	1	134803897	134803897	0	134803882
HG00133_hap2	chr12	HSat2	0	0	0	0	0
HG00133_hap2	chr12	HSat3	0	0	0	0	0
HG00133_hap2	chr12	HSat23	0	0	0	0	0
HG00133_hap2	chr12	ambiguous	0	0	0	0	0
HG00133_hap2	chr12	background	1	133340867	133340867	0	133340852
HG00133_hap2	chr16	HSat2	16	9289539	9289539	0	9289299
HG00133_hap2	chr16	HSat3	3	15949	15949	0	15904
HG00133_hap2	chr16	HSat23	15	9305488	9305488	0	9305263
HG00133_hap2	chr16	ambiguous	0	0	0	0	0
HG00133_hap2	chr16	background	16	83203045	83203045	0	83202808
HG00133_hap2	chr17	HSat2	2	84274	84274	0	84244
HG00133_hap2	chr17	HSat3	5	746279	746279	0	746204
HG00133_hap2	chr17	HSat23	7	830553	830553	0	830448
HG00133_hap2	chr17	ambiguous	0	0	0	0	0
HG00133_hap2	chr17	background	8	83619716	83619716	0	83619609
HG00133_hap2	chr18	HSat2	0	0	0	0	0
HG00133_hap2	chr18	HSat3	0	0	0	0	0
HG00133_hap2	chr18	HSat23	0	0	0	0	0
HG00133_hap2	chr18	ambiguous	0	0	0	0	0
HG00133_hap2	chr18	background	1	77900855	77900855	0	77900840
HG00133_hap2	chr19	HSat2	0	0	0	0	0
HG00133_hap2	chr19	HSat3	0	0	0	0	0
HG00133_hap2	chr19	HSat23	0	0	0	0	0
HG00133_hap2	chr19	ambiguous	0	0	0	0	0
HG00133_hap2	chr19	background	1	54330830	53646139	684691	53646094
