kmer_id	target_family	group	chromosome	available_haps	measurable_haps	median_target_hits	mean_target_hits	pooled_target_density_per_M	presence_ge10_fraction
k16_0560c43a	HSat3	G2	chr18	35	0				
k16_0560c43a	HSat3	G2	chr19	54	0				
k16_0560c43a	HSat3	G2	chr20	54	54	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G2	chr21	0	0				
k16_0560c43a	HSat3	G2	chr22	0	0				
k16_0560c43a	HSat3	G2	chrX	38	0				
k16_0560c43a	HSat3	G2	chrY	0	0				
k16_0560c43a	HSat3	G3	chr1	38	38	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G3	chr2	57	56	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G3	chr3	49	48	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G3	chr4	58	58	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G3	chr5	70	70	0.0	0.02857142857142857	0.08286632634018881	0.0
k16_0560c43a	HSat3	G3	chr6	57	0				
k16_0560c43a	HSat3	G3	chr7	70	70	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G3	chr8	66	0				
k16_0560c43a	HSat3	G3	chr9	58	58	1952.0	1916.2931034482758	132.3861522714945	1.0
k16_0560c43a	HSat3	G3	chr10	70	70	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G3	chr11	69	0				
k16_0560c43a	HSat3	G3	chr12	70	0				
k16_0560c43a	HSat3	G3	chr13	0	0				
k16_0560c43a	HSat3	G3	chr14	0	0				
k16_0560c43a	HSat3	G3	chr15	0	0				
k16_0560c43a	HSat3	G3	chr16	60	60	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G3	chr17	44	44	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G3	chr18	38	0				
k16_0560c43a	HSat3	G3	chr19	66	0				
k16_0560c43a	HSat3	G3	chr20	70	70	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G3	chr21	0	0				
k16_0560c43a	HSat3	G3	chr22	0	0				
k16_0560c43a	HSat3	G3	chrX	52	0				
k16_0560c43a	HSat3	G3	chrY	1	1	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G4	chr1	23	22	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G4	chr2	31	31	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G4	chr3	28	28	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G4	chr4	28	28	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G4	chr5	39	39	1.0	1.9743589743589745	3.1275563711572687	0.07692307692307693
k16_0560c43a	HSat3	G4	chr6	30	0				
k16_0560c43a	HSat3	G4	chr7	39	39	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G4	chr8	36	0				
k16_0560c43a	HSat3	G4	chr9	27	27	1921.0	1831.9259259259259	129.02882845290654	1.0
k16_0560c43a	HSat3	G4	chr10	39	39	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G4	chr11	39	0				
k16_0560c43a	HSat3	G4	chr12	37	0				
k16_0560c43a	HSat3	G4	chr13	0	0				
k16_0560c43a	HSat3	G4	chr14	0	0				
k16_0560c43a	HSat3	G4	chr15	0	0				
k16_0560c43a	HSat3	G4	chr16	29	29	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G4	chr17	25	25	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G4	chr18	27	0				
k16_0560c43a	HSat3	G4	chr19	35	0				
k16_0560c43a	HSat3	G4	chr20	39	39	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G4	chr21	0	0				
k16_0560c43a	HSat3	G4	chr22	0	0				
k16_0560c43a	HSat3	G4	chrX	30	0				
k16_0560c43a	HSat3	G4	chrY	1	1	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G5	chr1	31	30	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G5	chr2	39	39	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G5	chr3	26	26	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G5	chr4	40	40	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G5	chr5	47	47	14.0	13.957446808510639	20.71666066378265	0.851063829787234
k16_0560c43a	HSat3	G5	chr6	37	0				
k16_0560c43a	HSat3	G5	chr7	47	47	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G5	chr8	45	0				
k16_0560c43a	HSat3	G5	chr9	40	40	1928.0	1963.8	130.86258665735582	1.0
k16_0560c43a	HSat3	G5	chr10	47	47	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G5	chr11	46	0				
k16_0560c43a	HSat3	G5	chr12	44	0				
k16_0560c43a	HSat3	G5	chr13	0	0				
k16_0560c43a	HSat3	G5	chr14	0	0				
k16_0560c43a	HSat3	G5	chr15	0	0				
k16_0560c43a	HSat3	G5	chr16	33	33	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G5	chr17	39	39	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G5	chr18	39	0				
k16_0560c43a	HSat3	G5	chr19	46	0				
k16_0560c43a	HSat3	G5	chr20	47	47	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G5	chr21	0	0				
k16_0560c43a	HSat3	G5	chr22	0	0				
k16_0560c43a	HSat3	G5	chrX	28	0				
k16_0560c43a	HSat3	G5	chrY	1	1	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G6	chr1	34	34	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G6	chr2	39	38	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G6	chr3	34	34	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G6	chr4	34	34	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G6	chr5	47	47	14.0	14.212765957446809	20.511857434975646	0.9361702127659575
k16_0560c43a	HSat3	G6	chr6	40	0				
k16_0560c43a	HSat3	G6	chr7	47	47	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G6	chr8	47	0				
k16_0560c43a	HSat3	G6	chr9	39	39	1601.0	1710.0	129.46241979379417	1.0
k16_0560c43a	HSat3	G6	chr10	47	47	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G6	chr11	47	0				
k16_0560c43a	HSat3	G6	chr12	47	0				
k16_0560c43a	HSat3	G6	chr13	0	0				
k16_0560c43a	HSat3	G6	chr14	0	0				
k16_0560c43a	HSat3	G6	chr15	0	0				
k16_0560c43a	HSat3	G6	chr16	41	41	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G6	chr17	28	28	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G6	chr18	25	0				
k16_0560c43a	HSat3	G6	chr19	46	0				
k16_0560c43a	HSat3	G6	chr20	47	47	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G6	chr21	0	0				
k16_0560c43a	HSat3	G6	chr22	0	0				
k16_0560c43a	HSat3	G6	chrX	30	0				
k16_0560c43a	HSat3	G6	chrY	0	0				
k16_0560c43a	HSat3	G7	chr1	84	81	0.0	0.012345679012345678	0.016727221718370426	0.0
k16_0560c43a	HSat3	G7	chr2	104	103	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G7	chr3	88	86	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G7	chr4	91	91	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G7	chr5	126	126	14.0	14.420634920634921	21.049514180224758	0.9603174603174603
k16_0560c43a	HSat3	G7	chr6	103	0				
k16_0560c43a	HSat3	G7	chr7	126	126	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G7	chr8	121	0				
k16_0560c43a	HSat3	G7	chr9	101	101	1754.0	1857.1980198019803	130.90544718539	1.0
k16_0560c43a	HSat3	G7	chr10	126	126	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G7	chr11	125	0				
k16_0560c43a	HSat3	G7	chr12	126	0				
k16_0560c43a	HSat3	G7	chr13	0	0				
k16_0560c43a	HSat3	G7	chr14	0	0				
k16_0560c43a	HSat3	G7	chr15	0	0				
k16_0560c43a	HSat3	G7	chr16	109	109	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G7	chr17	77	77	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G7	chr18	76	0				
k16_0560c43a	HSat3	G7	chr19	121	0				
k16_0560c43a	HSat3	G7	chr20	126	126	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	G7	chr21	0	0				
k16_0560c43a	HSat3	G7	chr22	0	0				
k16_0560c43a	HSat3	G7	chrX	80	0				
k16_0560c43a	HSat3	G7	chrY	0	0				
k16_0560c43a	HSat3	NA	chr1	73	71	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	NA	chr2	92	92	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	NA	chr3	80	80	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	NA	chr4	93	93	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	NA	chr5	115	114	1.0	6.078947368421052	11.640138321124205	0.39473684210526316
k16_0560c43a	HSat3	NA	chr6	101	0				
k16_0560c43a	HSat3	NA	chr7	60	60	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	NA	chr8	127	0				
k16_0560c43a	HSat3	NA	chr9	98	97	1866.0	1930.7422680412371	131.74711241313187	1.0
k16_0560c43a	HSat3	NA	chr10	119	118	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	NA	chr11	130	0				
k16_0560c43a	HSat3	NA	chr12	126	0				
k16_0560c43a	HSat3	NA	chr13	0	0				
k16_0560c43a	HSat3	NA	chr14	0	0				
k16_0560c43a	HSat3	NA	chr15	0	0				
k16_0560c43a	HSat3	NA	chr16	103	102	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	NA	chr17	65	65	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	NA	chr18	84	0				
k16_0560c43a	HSat3	NA	chr19	128	0				
k16_0560c43a	HSat3	NA	chr20	84	84	0.0	0.0	0.0	0.0
k16_0560c43a	HSat3	NA	chr21	0	0				
k16_0560c43a	HSat3	NA	chr22	0	0				
k16_0560c43a	HSat3	NA	chrX	91	0				
k16_0560c43a	HSat3	NA	chrY	1	1	0.0	0.0	0.0	0.0
k16_0b34d83a	HSat2	G1	chr1	102	102	36.0	60.40196078431372	5.105120585347078	0.9509803921568627
k16_0b34d83a	HSat2	G1	chr2	128	128	0.0	0.0	0.0	0.0
k16_0b34d83a	HSat2	G1	chr3	107	0				
k16_0b34d83a	HSat2	G1	chr4	124	0				
k16_0b34d83a	HSat2	G1	chr5	153	0				
k16_0b34d83a	HSat2	G1	chr6	131	0				
k16_0b34d83a	HSat2	G1	chr7	158	158	0.0	0.0	0.0	0.0
k16_0b34d83a	HSat2	G1	chr8	153	0				
k16_0b34d83a	HSat2	G1	chr9	132	125	0.0	0.088	2.3137728379896263	0.0
k16_0b34d83a	HSat2	G1	chr10	158	158	0.0	0.012658227848101266	0.02741429431473729	0.0
k16_0b34d83a	HSat2	G1	chr11	156	0				
k16_0b34d83a	HSat2	G1	chr12	156	0				
k16_0b34d83a	HSat2	G1	chr13	0	0				
k16_0b34d83a	HSat2	G1	chr14	0	0				
k16_0b34d83a	HSat2	G1	chr15	0	0				
k16_0b34d83a	HSat2	G1	chr16	127	127	0.0	0.047244094488188976	0.0052711743475467995	0.0
k16_0b34d83a	HSat2	G1	chr17	109	109	0.0	0.0	0.0	0.0
k16_0b34d83a	HSat2	G1	chr18	103	0				
k16_0b34d83a	HSat2	G1	chr19	151	0				
k16_0b34d83a	HSat2	G1	chr20	142	0				
k16_0b34d83a	HSat2	G1	chr21	0	0				
k16_0b34d83a	HSat2	G1	chr22	0	0				
k16_0b34d83a	HSat2	G1	chrX	98	0				
k16_0b34d83a	HSat2	G1	chrY	1	1	0.0	0.0	0.0	0.0
k16_0b34d83a	HSat2	G2	chr1	25	25	34.0	56.04	4.740320040626674	1.0
k16_0b34d83a	HSat2	G2	chr2	31	31	0.0	0.0	0.0	0.0
k16_0b34d83a	HSat2	G2	chr3	23	0				
k16_0b34d83a	HSat2	G2	chr4	31	0				
k16_0b34d83a	HSat2	G2	chr5	42	0				
k16_0b34d83a	HSat2	G2	chr6	35	0				
k16_0b34d83a	HSat2	G2	chr7	42	42	0.0	0.0	0.0	0.0
k16_0b34d83a	HSat2	G2	chr8	41	0				
k16_0b34d83a	HSat2	G2	chr9	33	30	0.0	0.1	2.5623330212981124	0.0
k16_0b34d83a	HSat2	G2	chr10	42	42	4.0	16.5	69.58295211648648	0.42857142857142855
k16_0b34d83a	HSat2	G2	chr11	41	0				
k16_0b34d83a	HSat2	G2	chr12	40	0				
k16_0b34d83a	HSat2	G2	chr13	0	0				
k16_0b34d83a	HSat2	G2	chr14	0	0				
k16_0b34d83a	HSat2	G2	chr15	0	0				
k16_0b34d83a	HSat2	G2	chr16	32	32	0.0	0.09375	0.010683607240071228	0.0
k16_0b34d83a	HSat2	G2	chr17	29	28	0.0	0.0	0.0	0.0
k16_0b34d83a	HSat2	G2	chr18	30	0				
k16_0b34d83a	HSat2	G2	chr19	41	0				
k16_0b34d83a	HSat2	G2	chr20	42	0				
k16_0b34d83a	HSat2	G2	chr21	0	0				
k16_0b34d83a	HSat2	G2	chr22	0	0				
k16_0b34d83a	HSat2	G2	chrX	29	0				
k16_0b34d83a	HSat2	G2	chrY	0	0				
k16_0b34d83a	HSat2	G3	chr1	186	186	38.5	66.43548387096774	5.321507886575245	0.9838709677419355
k16_0b34d83a	HSat2	G3	chr2	239	239	0.0	0.0	0.0	0.0
k16_0b34d83a	HSat2	G3	chr3	204	0				
k16_0b34d83a	HSat2	G3	chr4	211	0				
k16_0b34d83a	HSat2	G3	chr5	283	0				
k16_0b34d83a	HSat2	G3	chr6	222	0				
k16_0b34d83a	HSat2	G3	chr7	289	289	0.0	0.0	0.0	0.0
k16_0b34d83a	HSat2	G3	chr8	274	0				
k16_0b34d83a	HSat2	G3	chr9	228	224	0.0	0.08928571428571429	2.317269940860954	0.0
k16_0b34d83a	HSat2	G3	chr10	289	289	38.0	42.42906574394463	40.45738061912706	0.986159169550173
k16_0b34d83a	HSat2	G3	chr11	286	0				
k16_0b34d83a	HSat2	G3	chr12	286	0				
k16_0b34d83a	HSat2	G3	chr13	0	0				
k16_0b34d83a	HSat2	G3	chr14	0	0				
k16_0b34d83a	HSat2	G3	chr15	0	0				
k16_0b34d83a	HSat2	G3	chr16	242	242	0.0	0.05785123966942149	0.0067057748830935925	0.0
k16_0b34d83a	HSat2	G3	chr17	172	172	0.0	0.0	0.0	0.0
k16_0b34d83a	HSat2	G3	chr18	182	0				
k16_0b34d83a	HSat2	G3	chr19	277	0				
k16_0b34d83a	HSat2	G3	chr20	268	0				
k16_0b34d83a	HSat2	G3	chr21	0	0				
k16_0b34d83a	HSat2	G3	chr22	0	0				
k16_0b34d83a	HSat2	G3	chrX	203	0				
k16_0b34d83a	HSat2	G3	chrY	3	3	0.0	0.0	0.0	0.0
k16_0b34d83a	HSat2	NA	chr1	45	44	37.5	73.29545454545455	6.240788644339162	0.8863636363636364
k16_0b34d83a	HSat2	NA	chr2	58	58	0.0	0.017241379310344827	0.02462959005352724	0.0
k16_0b34d83a	HSat2	NA	chr3	53	0				
k16_0b34d83a	HSat2	NA	chr4	65	0				
k16_0b34d83a	HSat2	NA	chr5	79	0				
k16_0b34d83a	HSat2	NA	chr6	64	0				
k16_0b34d83a	HSat2	NA	chr7	13	13	0.0	0.0	0.0	0.0
k16_0b34d83a	HSat2	NA	chr8	80	0				
k16_0b34d83a	HSat2	NA	chr9	66	65	0.0	0.06153846153846154	1.603055423637453	0.0
k16_0b34d83a	HSat2	NA	chr10	72	71	25.0	24.577464788732396	33.49055212332308	0.647887323943662
k16_0b34d83a	HSat2	NA	chr11	84	0				
k16_0b34d83a	HSat2	NA	chr12	79	0				
k16_0b34d83a	HSat2	NA	chr13	0	0				
k16_0b34d83a	HSat2	NA	chr14	0	0				
k16_0b34d83a	HSat2	NA	chr15	0	0				
k16_0b34d83a	HSat2	NA	chr16	68	67	0.0	0.05970149253731343	0.006648301487282219	0.0
k16_0b34d83a	HSat2	NA	chr17	47	47	0.0	0.0	0.0	0.0
k16_0b34d83a	HSat2	NA	chr18	53	0				
k16_0b34d83a	HSat2	NA	chr19	82	0				
k16_0b34d83a	HSat2	NA	chr20	74	0				
k16_0b34d83a	HSat2	NA	chr21	0	0				
k16_0b34d83a	HSat2	NA	chr22	0	0				
k16_0b34d83a	HSat2	NA	chrX	63	0				
k16_0b34d83a	HSat2	NA	chrY	0	0				
k16_0d340683	HSat2	G1	chr1	102	102	19.5	28.04901960784314	2.370678460424929	0.8137254901960784
k16_0d340683	HSat2	G1	chr2	128	128	7.0	7.90625	11.931640940893363	0.2421875
k16_0d340683	HSat2	G1	chr3	107	0				
k16_0d340683	HSat2	G1	chr4	124	0				
k16_0d340683	HSat2	G1	chr5	153	0				
k16_0d340683	HSat2	G1	chr6	131	0				
k16_0d340683	HSat2	G1	chr7	158	158	5.0	4.2784810126582276	13.58535888991219	0.0
k16_0d340683	HSat2	G1	chr8	153	0				
k16_0d340683	HSat2	G1	chr9	132	125	0.0	0.0	0.0	0.0
k16_0d340683	HSat2	G1	chr10	158	158	15.0	14.740506329113924	31.923945729511576	0.7721518987341772
k16_0d340683	HSat2	G1	chr11	156	0				
k16_0d340683	HSat2	G1	chr12	156	0				
k16_0d340683	HSat2	G1	chr13	0	0				
k16_0d340683	HSat2	G1	chr14	0	0				
k16_0d340683	HSat2	G1	chr15	0	0				
k16_0d340683	HSat2	G1	chr16	127	127	601.0	628.1417322834645	70.0837770668664	1.0
k16_0d340683	HSat2	G1	chr17	109	109	0.0	0.0	0.0	0.0
k16_0d340683	HSat2	G1	chr18	103	0				
k16_0d340683	HSat2	G1	chr19	151	0				
k16_0d340683	HSat2	G1	chr20	142	0				
k16_0d340683	HSat2	G1	chr21	0	0				
k16_0d340683	HSat2	G1	chr22	0	0				
k16_0d340683	HSat2	G1	chrX	98	0				
k16_0d340683	HSat2	G1	chrY	1	1	0.0	0.0	0.0	0.0
k16_0d340683	HSat2	G2	chr1	25	25	25.0	33.56	2.838778382645096	0.76
k16_0d340683	HSat2	G2	chr2	31	31	7.0	8.096774193548388	11.482715996292592	0.3225806451612903
k16_0d340683	HSat2	G2	chr3	23	0				
k16_0d340683	HSat2	G2	chr4	31	0				
k16_0d340683	HSat2	G2	chr5	42	0				
k16_0d340683	HSat2	G2	chr6	35	0				
k16_0d340683	HSat2	G2	chr7	42	42	5.0	4.285714285714286	13.569346484442406	0.0
k16_0d340683	HSat2	G2	chr8	41	0				
k16_0d340683	HSat2	G2	chr9	33	30	0.0	0.0	0.0	0.0
k16_0d340683	HSat2	G2	chr10	42	42	0.0	0.7380952380952381	3.1126573096840993	0.0
k16_0d340683	HSat2	G2	chr11	41	0				
k16_0d340683	HSat2	G2	chr12	40	0				
k16_0d340683	HSat2	G2	chr13	0	0				
k16_0d340683	HSat2	G2	chr14	0	0				
k16_0d340683	HSat2	G2	chr15	0	0				
k16_0d340683	HSat2	G2	chr16	32	32	616.0	582.875	66.42354741393619	1.0
k16_0d340683	HSat2	G2	chr17	29	28	0.0	0.0	0.0	0.0
k16_0d340683	HSat2	G2	chr18	30	0				
k16_0d340683	HSat2	G2	chr19	41	0				
k16_0d340683	HSat2	G2	chr20	42	0				
k16_0d340683	HSat2	G2	chr21	0	0				
k16_0d340683	HSat2	G2	chr22	0	0				
k16_0d340683	HSat2	G2	chrX	29	0				
k16_0d340683	HSat2	G2	chrY	0	0				
k16_0d340683	HSat2	G3	chr1	186	186	21.0	27.36021505376344	2.19156378043064	0.8333333333333334
k16_0d340683	HSat2	G3	chr2	239	239	7.0	7.933054393305439	11.629198087607815	0.24267782426778242
k16_0d340683	HSat2	G3	chr3	204	0				
k16_0d340683	HSat2	G3	chr4	211	0				
k16_0d340683	HSat2	G3	chr5	283	0				
k16_0d340683	HSat2	G3	chr6	222	0				
k16_0d340683	HSat2	G3	chr7	289	289	4.0	4.141868512110727	13.136707514400827	0.0
k16_0d340683	HSat2	G3	chr8	274	0				
k16_0d340683	HSat2	G3	chr9	228	224	0.0	0.004464285714285714	0.1158634970430477	0.0
k16_0d340683	HSat2	G3	chr10	289	289	2.0	2.1591695501730106	2.058832613467239	0.0
k16_0d340683	HSat2	G3	chr11	286	0				
k16_0d340683	HSat2	G3	chr12	286	0				
k16_0d340683	HSat2	G3	chr13	0	0				
k16_0d340683	HSat2	G3	chr14	0	0				
k16_0d340683	HSat2	G3	chr15	0	0				
k16_0d340683	HSat2	G3	chr16	242	242	572.0	592.1570247933885	68.63935373550558	1.0
k16_0d340683	HSat2	G3	chr17	172	172	0.0	0.011627906976744186	0.139461397294421	0.0
k16_0d340683	HSat2	G3	chr18	182	0				
k16_0d340683	HSat2	G3	chr19	277	0				
k16_0d340683	HSat2	G3	chr20	268	0				
k16_0d340683	HSat2	G3	chr21	0	0				
k16_0d340683	HSat2	G3	chr22	0	0				
k16_0d340683	HSat2	G3	chrX	203	0				
k16_0d340683	HSat2	G3	chrY	3	3	0.0	0.0	0.0	0.0
k16_0d340683	HSat2	NA	chr1	45	44	17.0	23.90909090909091	2.0357549314247434	0.7272727272727273
k16_0d340683	HSat2	NA	chr2	58	58	7.0	7.793103448275862	11.132574704194313	0.1724137931034483
k16_0d340683	HSat2	NA	chr3	53	0				
k16_0d340683	HSat2	NA	chr4	65	0				
k16_0d340683	HSat2	NA	chr5	79	0				
k16_0d340683	HSat2	NA	chr6	64	0				
k16_0d340683	HSat2	NA	chr7	13	13	3.0	3.769230769230769	12.21507100446274	0.0
k16_0d340683	HSat2	NA	chr8	80	0				
k16_0d340683	HSat2	NA	chr9	66	65	0.0	0.0	0.0	0.0
k16_0d340683	HSat2	NA	chr10	72	71	2.0	6.295774647887324	8.578955185745224	0.2535211267605634
k16_0d340683	HSat2	NA	chr11	84	0				
k16_0d340683	HSat2	NA	chr12	79	0				
k16_0d340683	HSat2	NA	chr13	0	0				
k16_0d340683	HSat2	NA	chr14	0	0				
k16_0d340683	HSat2	NA	chr15	0	0				
k16_0d340683	HSat2	NA	chr16	68	67	579.0	618.8805970149253	68.91795529253929	1.0
k16_0d340683	HSat2	NA	chr17	47	47	0.0	0.06382978723404255	0.7676507864454365	0.0
k16_0d340683	HSat2	NA	chr18	53	0				
k16_0d340683	HSat2	NA	chr19	82	0				
k16_0d340683	HSat2	NA	chr20	74	0				
k16_0d340683	HSat2	NA	chr21	0	0				
k16_0d340683	HSat2	NA	chr22	0	0				
k16_0d340683	HSat2	NA	chrX	63	0				
k16_0d340683	HSat2	NA	chrY	0	0				
k16_0d34d43a	HSat2	G1	chr1	102	102	1793.5	1847.9705882352941	156.1888483190759	1.0
k16_0d34d43a	HSat2	G1	chr2	128	128	31.0	32.578125	49.16496316553885	0.9921875
k16_0d34d43a	HSat2	G1	chr3	107	0				
k16_0d34d43a	HSat2	G1	chr4	124	0				
k16_0d34d43a	HSat2	G1	chr5	153	0				
k16_0d34d43a	HSat2	G1	chr6	131	0				
k16_0d34d43a	HSat2	G1	chr7	158	158	33.0	31.78481012658228	100.92555080641867	1.0
k16_0d34d43a	HSat2	G1	chr8	153	0				
k16_0d34d43a	HSat2	G1	chr9	132	125	8.0	7.128	187.41559987715968	0.008
k16_0d34d43a	HSat2	G1	chr10	158	158	166.0	195.73417721518987	423.9072329887827	1.0
k16_0d34d43a	HSat2	G1	chr11	156	0				
k16_0d34d43a	HSat2	G1	chr12	156	0				
k16_0d34d43a	HSat2	G1	chr13	0	0				
k16_0d34d43a	HSat2	G1	chr14	0	0				
k16_0d34d43a	HSat2	G1	chr15	0	0				
k16_0d34d43a	HSat2	G1	chr16	127	127	182.0	187.48031496062993	20.91777686918155	1.0
k16_0d34d43a	HSat2	G1	chr17	109	109	15.0	14.63302752293578	175.84915295833403	1.0
k16_0d34d43a	HSat2	G1	chr18	103	0				
k16_0d34d43a	HSat2	G1	chr19	151	0				
k16_0d34d43a	HSat2	G1	chr20	142	0				
k16_0d34d43a	HSat2	G1	chr21	0	0				
k16_0d34d43a	HSat2	G1	chr22	0	0				
k16_0d34d43a	HSat2	G1	chrX	98	0				
k16_0d34d43a	HSat2	G1	chrY	1	1	1.0	1.0	269.3965517241379	0.0
k16_0d34d43a	HSat2	G2	chr1	25	25	1358.0	1597.6	135.13803170780113	1.0
k16_0d34d43a	HSat2	G2	chr2	31	31	32.0	32.45161290322581	46.022359730160744	1.0
k16_0d34d43a	HSat2	G2	chr3	23	0				
k16_0d34d43a	HSat2	G2	chr4	31	0				
k16_0d34d43a	HSat2	G2	chr5	42	0				
k16_0d34d43a	HSat2	G2	chr6	35	0				
k16_0d34d43a	HSat2	G2	chr7	42	42	33.0	31.738095238095237	100.4885492431207	1.0
k16_0d34d43a	HSat2	G2	chr8	41	0				
k16_0d34d43a	HSat2	G2	chr9	33	30	8.0	7.566666666666666	193.88319861155716	0.03333333333333333
k16_0d34d43a	HSat2	G2	chr10	42	42	47.0	112.47619047619048	474.3288106757318	1.0
k16_0d34d43a	HSat2	G2	chr11	41	0				
k16_0d34d43a	HSat2	G2	chr12	40	0				
k16_0d34d43a	HSat2	G2	chr13	0	0				
k16_0d34d43a	HSat2	G2	chr14	0	0				
k16_0d34d43a	HSat2	G2	chr15	0	0				
k16_0d34d43a	HSat2	G2	chr16	32	32	195.0	190.375	21.694845102171307	1.0
k16_0d34d43a	HSat2	G2	chr17	29	28	15.0	15.142857142857142	180.62037133673985	1.0
k16_0d34d43a	HSat2	G2	chr18	30	0				
k16_0d34d43a	HSat2	G2	chr19	41	0				
k16_0d34d43a	HSat2	G2	chr20	42	0				
k16_0d34d43a	HSat2	G2	chr21	0	0				
k16_0d34d43a	HSat2	G2	chr22	0	0				
k16_0d34d43a	HSat2	G2	chrX	29	0				
k16_0d34d43a	HSat2	G2	chrY	0	0				
k16_0d34d43a	HSat2	G3	chr1	186	186	1811.5	1976.6989247311828	158.33434641301073	1.0
k16_0d34d43a	HSat2	G3	chr2	239	239	31.0	33.39748953974895	48.957942581901676	1.0
k16_0d34d43a	HSat2	G3	chr3	204	0				
k16_0d34d43a	HSat2	G3	chr4	211	0				
k16_0d34d43a	HSat2	G3	chr5	283	0				
k16_0d34d43a	HSat2	G3	chr6	222	0				
k16_0d34d43a	HSat2	G3	chr7	289	289	33.0	31.858131487889274	101.04399840024095	1.0
k16_0d34d43a	HSat2	G3	chr8	274	0				
k16_0d34d43a	HSat2	G3	chr9	228	224	8.0	7.254464285714286	188.2781826949525	0.026785714285714284
k16_0d34d43a	HSat2	G3	chr10	289	289	479.0	547.2249134948097	521.795288709322	1.0
k16_0d34d43a	HSat2	G3	chr11	286	0				
k16_0d34d43a	HSat2	G3	chr12	286	0				
k16_0d34d43a	HSat2	G3	chr13	0	0				
k16_0d34d43a	HSat2	G3	chr14	0	0				
k16_0d34d43a	HSat2	G3	chr15	0	0				
k16_0d34d43a	HSat2	G3	chr16	242	242	181.5	186.34710743801654	21.600258866284904	1.0
k16_0d34d43a	HSat2	G3	chr17	172	172	15.0	14.534883720930232	174.32674661802625	1.0
k16_0d34d43a	HSat2	G3	chr18	182	0				
k16_0d34d43a	HSat2	G3	chr19	277	0				
k16_0d34d43a	HSat2	G3	chr20	268	0				
k16_0d34d43a	HSat2	G3	chr21	0	0				
k16_0d34d43a	HSat2	G3	chr22	0	0				
k16_0d34d43a	HSat2	G3	chrX	203	0				
k16_0d34d43a	HSat2	G3	chrY	3	3	1.0	1.0	269.3965517241379	0.0
k16_0d34d43a	HSat2	NA	chr1	45	44	1799.0	1999.9772727272727	170.28935191107036	1.0
